compound_name,class_index
Ba0.98Sr0.02Ta0.98W0.02N0.9999O2.0001_221,504
Ba0.98Ti0.98Fe0.02Bi0.02O3_99,505
Ba0.98Zr0.83In0.17O2.895_221,506
Ba0.9901Gd0.25Sn0.75O2.874_221,507
Ba0.9904In0.25Sn0.75O2.874_221,508
Ba0.9913Y0.25Sn0.75O2.874_221,509
Ba0.9914Fe0.6987Bi0.2901O2.6403_221,510
Ba0.992Ti1O3_99,511
Ba0.9942Fe0.8024Bi0.1892O2.6145_221,512
Ba0.994Na0.0025Y0.002Ti0.999Bi0.0025O3_99,513
Ba0.994Sr0.006Ce0.063Ti0.937O3_221,514
Ba0.9965Na0.00125Y0.002Ti0.999Bi0.00125O3_99,515
Ba0.996Y0.004Ti1O3_99,516
Ba0.9983Sc0.25Sn0.75O2.874_221,517
Ba0.9997Fe0.8734Bi0.0974O2.5881_221,518
Ba0.99Sr0.01Sn1O3_221,519
Ba0.99Sr0.01Ta0.99W0.01N0.9999O2.0001_221,520
Ba0.9Ca0.1Ti0.97Fe0.03O2.8607_99,521
Ba0.9Ca0.1Ti0.97Fe0.03O2.9517_99,522
Ba0.9Ca0.1Ti1O3_221,523
Ba0.9La0.067Ti1O3_221,524
Ba0.9La0.1Mg0.05Ti0.95O3_221,525
Ba0.9La0.1Ti0.9Cr0.1O3_221,526
Ba0.9Nd0.1Ti1O3_221,527
Ba0.9Sm0.067Ti1O3_99,528
Ba0.9Sr0.1Sn1O3_221,529
Ba0.9Sr0.1Ti1O3_99,530
Ba0.9Sr0.1Zr0.05Ti0.95O3_99,531
Ba0.9Ti0.9Nb0.0333Zn0.0667Bi0.1O3_221,532
Ba0.9Y0.12Zr0.88O2.835_221,533
Ba1.0688Sr2.9312Zr3.9168Ti0.0832O12_62,534
Ba1.076Sr2.924Zr3.6032Ti0.3968O12_62,535
Ba1.1272Sr2.8728Zr3.9328Ti0.0672O12_62,536
Ba1.152Sr2.848Zr3.8064Ta0.0416Ti0.152O12_62,537
Ba1.2La1.6Y1.2Mn2.8Fe1.2O12_62,538
Ba1.2La2.4Pr0.4Mn2.8Ni1.2O12_62,539
Ba1.2La2.4Pr0.4Mn3.2Ni0.8O12_62,540
Ba1.2La2.4Pr0.4Mn3.6Ni0.4O12_62,541
Ba1.2La2.4Pr0.4Mn4O12_62,542
Ba1.2La2.4Y0.4Mn3.6Fe0.4O12_62,543
Ba1.2Pr2.8Co4O12_62,544
Ba1.2Pr2.8Mn4O12_62,545
Ba1.2Sr0.32La0.48Nb0.12Fe0.88Co1O6_167,546
Ba1.2Sr0.8Hf2O6_140,547
Ba1.2Sr2.8Ca2W2O12_14,548
Ba1.2Sr2.8Ho2Ru2O12_14,549
Ba1.2Sr2.8Y2Ir2O12_14,550
Ba1.32La2.28Eu0.4Mn3.4Fe0.6O12_62,551
Ba1.32La2.68Mn3.4Fe0.6O12_62,552
Ba1.32Pr2.68Mn4O12_62,553
Ba1.5Sr2.5Er2Mo2O12_14,554
Ba1.6Ca0.4Zr2O6_140,555
Ba1.6Pr2.4Co4O12_62,556
Ba1.6Sr2.4Ca2W2O12_14,557
Ba1Be0.33Ir0.67O3_221,558
Ba1Bi0.05Sb0.25Pb0.7O3_221,559
Ba1Bi0.25Pb0.75O3_123,560
Ba1Bi0.2Pb0.8O3_123,561
Ba1Bi1O2.82_221,562
Ba1Ca0.335Mn0.165Nb0.5O2.754_221,563
Ba1Ca0.335Nb0.5Co0.165O2.7525_221,564
Ba1Ca0.335Nb0.5Fe0.165O2.775_221,565
Ba1Ca0.33Ta0.67O3_221,566
Ba1Ce0.02Ti0.98O3_99,567
Ba1Ce0.1Zr0.9O3_221,568
Ba1Ce0.2Y0.1Zr0.7H0.00804O2.9541_221,569
Ba1Ce0.4Zr0.6O3_221,570
Ba1Ce0.5Nb0.5O3_221,571
Ba1Ce0.7Y0.05Zr0.2Zn0.05O3_221,572
Ba1Ce0.7Y0.15Zr0.1Zn0.05O3_221,573
Ba1Ce0.7Y0.1Zr0.15Zn0.05O3_221,574
Ba1Ce0.7Zr0.3O3_221,575
Ba1Ce0.8Y0.2O2.79_221,576
Ba1Ce0.8Y0.2O2.871_221,577
Ba1Ce0.8Y0.2O2.91_221,578
Ba1Ce0.8Y0.2O3_221,579
Ba1Ce0.8Zr0.2O3_221,580
Ba1Co0.5Mo0.5O3_221,581
Ba1Co0.5W0.5O3_221,582
Ba1Dy0.05Zr0.95O2.976_221,583
Ba1Dy0.15Zr0.85O2.925_221,584
Ba1Dy0.1Zr0.9O2.949_221,585
Ba1Dy0.2Zr0.8O2.9025_221,586
Ba1Dy0.5Nb0.5O3_221,587
Ba1Dy0.5Sb0.5O3_221,588
Ba1Er0.5Nb0.5O3_221,589
Ba1Eu0.5Nb0.5O3_221,590
Ba1Eu0.5Sb0.5O3_221,591
Ba1Fe0.25Sn0.75O2.874_221,592
Ba1Fe1O2.001F0.999_221,593
Ba1Fe1O2.01F0.99_221,594
Ba1Gd0.5Nb0.5O3_221,595
Ba1Ho0.5Nb0.5O3_221,596
Ba1In0.5Bi0.5O3_123,597
Ba1In0.5Fe0.5O2.499F0.318_221,598
Ba1In0.5Sb0.5O3_221,599
Ba1In0.5Sn0.5H0.1488O2.826_221,600
Ba1In0.5Sn0.5H0.2256O2.862_221,601
Ba1In0.5Sn0.5H0.2688O2.88_221,602
Ba1In0.5Sn0.5H0.3072O2.889_221,603
Ba1In0.5Sn0.5H0.3504O2.925_221,604
Ba1In0.5Sn0.5H0.3744O2.937_221,605
Ba1In0.5Sn0.5H0.3768O2.937_221,606
Ba1In0.5Sn0.5O2.751_221,607
Ba1In0.6667W0.3333O3_221,608
Ba1In0.667Mo0.333O3_221,609
Ba1In0.667W0.333O3_221,610
Ba1In0.8082Ir0.1918O2.7468_221,611
Ba1In0.95Mo0.05O2.58_221,612
Ba1Li0.188Nb0.812N0.198O2.802_221,613
Ba1Li0.201Ta0.799N0.192O2.808_221,614
Ba1Li0.5W0.5O2.499F0.501_221,615
Ba1Lu0.5Nb0.5O3_221,616
Ba1Lu0.667Mo0.333O3_221,617
Ba1Mg0.192Nb0.808N0.471O2.529_221,618
Ba1Mg0.283Zr0.15Nb0.567O3_221,619
Ba1Mg0.317Zr0.05Nb0.633O3_221,620
Ba1Mg0.33333Nb0.66667O3_221,621
Ba1Mg0.333Nb0.667O3_221,622
Ba1Mg0.333Ta0.267Nb0.4O3_221,623
Ba1Mg0.333Ta0.5Nb0.167O3_221,624
Ba1Mg0.333Ta0.667O3_221,625
Ba1Mg0.3Zr0.1Nb0.6O3_221,626
Ba1Mn0.5Nb0.5O3_221,627
Ba1Na0.183Ta0.817N0.297O2.703_221,628
Ba1Na0.209Nb0.791N0.246O2.754_221,629
Ba1Na0.25Ir0.75O2.979_221,630
Ba1Na0.25Nb0.45Fe0.3O3_221,631
Ba1Na0.25Nb0.6Fe0.15O3_221,632
Ba1Na0.25Nb0.7Fe0.05O3_221,633
Ba1Na0.5Ir0.5O2.511_221,634
Ba1Nb0.5Co0.5O3_221,635
Ba1Nb0.5Fe0.5O3_221,636
Ba1Nb0.5In0.5O3_221,637
Ba1Nb0.5V0.5O3_221,638
Ba1Nb0.667Zn0.333O3_221,639
Ba1Nb0.92O2.76_221,640
Ba1Nb1N0.9999O2.0001_221,641
Ba1Nb1N0.999O2.001_221,642
Ba1Nd0.5Nb0.5O3_221,643
Ba1Ni0.5Mo0.5O3_221,644
Ba1Ni0.5W0.5O3_221,645
Ba1Pr0.2Zr0.8O2.94_221,646
Ba1Pr0.5Nb0.5O3_221,647
Ba1Pr0.9Y0.1O2.949_221,648
Ba1Pr1O2.994_221,649
Ba1Sc0.05Ta0.95N0.9O2.1_221,650
Ba1Sc0.4Sn0.6O3_221,651
Ba1Sc0.5Nb0.5O3_221,652
Ba1Sc0.5Ta0.5O3_221,653
Ba1Sc0.5Ti0.5O2.82_221,654
Ba1Sc0.658Ti0.342O2.649_221,655
Ba1Sc0.661Ti0.339O2.649_221,656
Ba1Sc0.6Ti0.4O2.79_221,657
Ba1Sc0.7Ti0.3O2.82_221,658
Ba1Sc1H1.02O1.98_221,659
Ba1Sm0.5Nb0.5O3_221,660
Ba1Sm0.5Sb0.5O3_221,661
Ba1Sn0.85Sb0.15O3_221,662
Ba1Sn0.95Sb0.05O3_221,663
Ba1Sn0.99Sb0.01O3_221,664
Ba1Sn0.9Sb0.1O3_221,665
Ba1Sr0.2Nd2.8Mn4O12_62,666
Ba1Sr0.4La0.6Nb0.1Fe1Co0.9O6_167,667
Ba1Ta0.01Sn0.99O3_221,668
Ba1Ta0.02Ti0.96Fe0.02O3_99,669
Ba1Ta0.03Sn0.97O3_221,670
Ba1Ta0.04Sn0.96O3_221,671
Ba1Ta0.06Sn0.94O3_221,672
Ba1Ta0.5Co0.5O3_221,673
Ba1Ta0.5Fe0.5O3_221,674
Ba1Ta0.5Mn0.5O3_221,675
Ba1Ta0.5Nb0.167Zn0.333O3_221,676
Ba1Ta0.5Ti0.25Zn0.25O3_221,677
Ba1Ta1N0.9999O2.0001_221,678
Ba1Ta1N0.999O2.001_221,679
Ba1Tb0.5Nb0.15Sn0.35O2.934_221,680
Ba1Tb0.5Nb0.5O3_221,681
Ba1Tb0.5Sb0.5O3_221,682
Ba1Tb0.5Sn0.5O2.958_221,683
Ba1Ti0.097Nb0.603Zn0.3O3_221,684
Ba1Ti0.1Co0.9O2.601_221,685
Ba1Ti0.2Co0.8O2.607_221,686
Ba1Ti0.46Nb0.54O3_221,687
Ba1Ti0.47Nb0.53O3_221,688
Ba1Ti0.53Nb0.47O3_221,689
Ba1Ti0.5Mo0.5O3_221,690
Ba1Ti0.825Mo0.175O3_221,691
Ba1Ti0.83661Sn0.16339O3_221,692
Ba1Ti0.868Nb0.132O3_221,693
Ba1Ti0.869Nb0.131O3_221,694
Ba1Ti0.87463Sn0.12537O3_221,695
Ba1Ti0.875Nb0.125O3_221,696
Ba1Ti0.90708Sn0.09292O3_221,697
Ba1Ti0.926Fe0.074O3_221,698
Ba1Ti0.9335Sn0.0665O3_99,699
Ba1Ti0.93677Sn0.06323O3_99,700
Ba1Ti0.94772Sn0.05228O3_221,701
Ba1Ti0.94978Sn0.05022O3_99,702
Ba1Ti0.94Sn0.05O3_99,703
Ba1Ti0.95Cr0.05O3_221,704
Ba1Ti0.95Cr0.05O3_99,705
Ba1Ti0.96466Sn0.03534O3_99,706
Ba1Ti0.96Sn0.04O3_99,707
Ba1Ti0.975Cr0.025O3_221,708
Ba1Ti0.975Cr0.025O3_99,709
Ba1Ti0.976Nb0.016Zn0.008O3_99,710
Ba1Ti0.995Cr0.005O3_221,711
Ba1Ti0.995Cr0.005O3_99,712
Ba1Ti1H0.138O2.712F0.15_221,713
Ba1Ti1H0.1848O2.8152_221,714
Ba1Ti1H0.264N0.2028O2.5332_99,715
Ba1Ti1H0.264O2.517F0.219_221,716
Ba1Ti1H0.27O2.73_221,717
Ba1Ti1H0.288O2.712_221,718
Ba1Ti1H0.306N0.1995O2.4945_99,719
Ba1Ti1H0.483O2.517_221,720
Ba1Ti1H0.489O2.511_221,721
Ba1Ti1H0.555O2.445_221,722
Ba1Ti1H0.6171O2.73_221,723
Ba1Ti1N0.336O2.511_99,724
Ba1Ti1O2.751_221,725
Ba1Ti1O2.751_99,726
Ba1Ti1O2.91_99,727
Ba1Tm0.5Nb0.5O3_221,728
Ba1U0.3333In0.6667O3_221,729
Ba1Y0.056Ti0.944O3_99,730
Ba1Y0.058Ti0.942O3_99,731
Ba1Y0.05Sn0.95O2.976_221,732
Ba1Y0.062Ti0.938O3_99,733
Ba1Y0.064Ti0.936O3_99,734
Ba1Y0.06Ti0.94O3_99,735
Ba1Y0.125Sn0.875O2.937_221,736
Ba1Y0.1Fe0.75Co0.15O2.5101_221,737
Ba1Y0.1Fe0.85Co0.05O2.5701_221,738
Ba1Y0.1Fe0.8Co0.1O2.5299_221,739
Ba1Y0.1Fe0.8Co0.1O2.55_221,740
Ba1Y0.1Fe0.9O2.6001_221,741
Ba1Y0.1Fe0.9O2.6199_221,742
Ba1Y0.25Sn0.75O2.874_221,743
Ba1Y0.4Sn0.6O2.799_221,744
Ba1Y0.5Nb0.5O3_221,745
Ba1Y0.5Sn0.5O2.751_221,746
Ba1Y0.5Ta0.5O3_221,747
Ba1Y0.66667C0.33333O2.66667_221,748
Ba1Yb0.05Zr0.9In0.05O2.97_221,749
Ba1Yb0.08Zr0.92O2.97_221,750
Ba1Yb0.5Nb0.5O3_221,751
Ba1Yb0.5Ta0.5O3_221,752
Ba1Zr0.045Ti0.93578Mn0.01O3_221,753
Ba1Zr0.1Ti0.89Mn0.00999O3_221,754
Ba1Zr0.25In0.75O2.589_221,755
Ba1Zr0.25Ti0.75O3_221,756
Ba1Zr0.5Fe0.5O2.751_221,757
Ba1Zr0.5In0.5H0.432O2.964_221,758
Ba1Zr0.5In0.5H0.456O2.979_221,759
Ba1Zr0.5In0.5O2.679_221,760
Ba1Zr0.5In0.5O2.721_221,761
Ba1Zr0.5In0.5O2.736_221,762
Ba1Zr0.5In0.5O2.979_221,763
Ba1Zr0.5Sn0.5O3_221,764
Ba1Zr0.625In0.375O2.781_221,765
Ba1Zr0.737Ti0.263O3_221,766
Ba1Zr0.75In0.25O2.82_221,767
Ba1Zr0.75In0.25O2.901_221,768
Ba1Zr0.8Fe0.2O2.901_221,769
Ba1Zr0.8Sc0.2H0.1908O2.9955_221,770
Ba1Zr0.8Sc0.2O2.901_221,771
Ba1Zr0.95Bi0.05O3_221,772
Ba1Zr0.9999Bi0.0001O3_221,773
Ba1Zr0.999Bi0.001O3_221,774
Ba1Zr0.99Bi0.01O3_221,775
Ba1Zr0.9Bi0.1O3_221,776
Ba1Zr0.9Ga0.1O2.979_221,777
Ba1Zr0.9In0.05Ga0.05O2.97_221,778
Ba1Zr1O2.979_221,779
Ba1Zr1O2.991_221,780
Ba2.24Ce3.544Pr1.76O12_62,781
Ba2.5Ce3.6Pr1.5O12_62,782
Ba2.84Ce3.68Pr1.16O12_62,783
Ba2.8Sr1.2Pr2Ru2O12_14,784
Ba2Bi0.2Pb1.8O6_140,785
Ba2Bi0.3Pb1.7O6_140,786
Ba2Bi0.3Sb0.3Pb1.4O6_140,787
Ba2Bi0.4Pb1.6O6_140,788
Ba2Bi0.56Pb1.44O6_140,789
Ba2Bi0.5Pb1.5O6_140,790
Ba2Bi0.6Pb1.4O6_140,791
Ba2BiPbO6_140,792
Ba2CaUO6_14,793
Ba2Ce0.4In1.6O5.24_55,794
Ba2Ce0.4Y0.2Zr1.4H0.204O6_167,795
Ba2Ce0.8Zr0.8Sc0.4O6_74,796
Ba2Ce0.8Zr1.2O6_167,797
Ba2Ce0.9Y0.3Zr0.8O5.88_167,798
Ba2Ce1.1Y0.3Zr0.6O5.85_167,799
Ba2Ce1.4Y0.6O5.7_167,800
Ba2Ce1.5Y0.5O5.748_167,801
Ba2Ce1.6Y0.4H0.408O6_167,802
Ba2Ce1.6Y0.4O5.76_167,803
Ba2Ce1.6Y0.4O5.796_167,804
Ba2Ce1.6Y0.4O5.802_167,805
Ba2Ce1.6Y0.4O5.82_167,806
Ba2Ce1.6Y0.4O5.838_167,807
Ba2Ce1.6Zr0.4O6_167,808
Ba2Ce1.7Y0.3O5.85_167,809
Ba2Ce1.8Y0.2O5.7_167,810
Ba2Ce1.8Y0.2O5.88_167,811
Ba2CeBiO6_62,812
Ba2CePbO6_167,813
Ba2CeSbO6_12,814
Ba2Er1.3334Mo0.6666O6_140,815
Ba2Ho1.3334Mo0.6666O6_140,816
Ba2LaIrO6_14,817
Ba2LaRuO6_12,818
Ba2LaSbO6_14,819
Ba2LaTaO6_14,820
Ba2LaUO6_14,821
Ba2LuIrO6_14,822
Ba2Nb0.2Fe0.4Co1.4O6_167,823
Ba2NdRuO6_12,824
Ba2NdUO6_14,825
Ba2Pr0.8Zr1.2O5.883_167,826
Ba2Pr1.8Y0.2O5.988_167,827
Ba2Pr1Cu0.1Ru0.9O6_12,828
Ba2Pr1Nb0.2Sn0.8O6_167,829
Ba2Pr1Ru0.7Ir0.3O6_12,830
Ba2Pr1Ru0.8Ir0.2O6_12,831
Ba2Pr1Sn0.4Sb0.6O6_167,832
Ba2Pr2O5.946_167,833
Ba2PrIrO6_62,834
Ba2PrNbO6_14,835
Ba2PrPbO6_74,836
Ba2PrRuO6_12,837
Ba2PrRuO6_14,838
Ba2PrSnO6_167,839
Ba2ScIrO6_12,840
Ba2SmUO6_14,841
Ba2Sr2Yb0.2Ce1.9Zr1.9O11.904_62,842
Ba2SrUO6_14,843
Ba2Tb1.333W0.667O6_12,844
Ba2Tb1.958O6_167,845
Ba2YIrO6_12,846
Ba2YReO6_14,847
Ba3.32Ce3.8Pr0.68O12_62,848
Ba3.644U3.636O12_62,849
Ba3.68Sr0.84U3.48O12_62,850
Ba3.88La0.12Ce3.48Y0.52O11.64_62,851
Ba3.94Ce0.788Pr3.152O12_62,852
Ba3.952U3.956O12_62,853
Ba3.964Ce1.584Pr2.376O12_62,854
Ba3.98Ce2.388Pr1.596O12_62,855
Ba3.996Ce3.196Pr0.8O12_62,856
Ba3GeO_62,857
Ba3Pb1N0.826_221,858
Ba3PbO_221,859
Ba3Sn1N0.64_221,860
Ba3SnO_221,861
Ba4Ce0.8Pr3.2O12_62,862
Ba4Ce1.2In2.8O10.72_62,863
Ba4Ce1.6In2.4O10.92_62,864
Ba4Ce1.6Pr2.4O12_62,865
Ba4Ce1.6Zr1.6Sc0.8O11.76_62,866
Ba4Ce2.4In1.6O11.24_62,867
Ba4Ce2.4Pr1.6O12_62,868
Ba4Ce2.8In1.2O12_62,869
Ba4Ce2.8Y0.2Zr0.4Zn0.6O11.76_62,870
Ba4Ce2.8Y0.8Zr0.2Zn0.2O12_62,871
Ba4Ce2.8Y1Zn0.2O12_62,872
Ba4Ce2In2O11_62,873
Ba4Ce2Zr1.4Sc0.4Zn0.2O11.796_62,874
Ba4Ce3.2In0.8O11.48_62,875
Ba4Ce3.2Pr0.8O12_62,876
Ba4Ce3.2Y0.8O11.8_62,877
Ba4Ce3.4Pr0.6O12_62,878
Ba4Ce3.6Gd0.4O11.7996_62,879
Ba4Ce3.6In0.4O11.76_62,880
Ba4Ce3.6Y0.4H0.56O11.8_62,881
Ba4Ce3.6Y0.4O11.76_62,882
Ba4Ce3.6Y0.4O11.864_62,883
Ba4Ce3.6Y0.4O11.8_62,884
Ba4Pr2.68Bi1.32O12_62,885
Ba4Pr3.6Y0.4O11.816_62,886
Ba4Pr3BiO12_62,887
Ba4Tb2Pb2O11.712_62,888
BaAmO3_221,889
BaBiO3_14,890
BaCeO3_167,891
BaCeO3_221,892
BaCeO3_62,893
BaFeO3_221,894
BaIrO3_123,895
BaLaInIrO6_62,896
BaLaMnSbO6_14,897
BaLiF3_221,898
BaLiH3_221,899
BaMoO3_221,900
BaNbO3_221,901
BaNdNiSbO6_14,902
BaNpO3_221,903
BaOsO3_221,904
BaPaO3_221,905
BaPbO3_140,906
BaPbO3_221,907
BaPrO3_167,908
BaPrO3_221,909
BaPrO3_62,910
BaPrTaCoO6_14,911
BaPuO3_221,912
BaPuO3_62,913
BaSnO3_221,914
BaSr2UO6_14,915
BaSr3(SnO3)4_62,916
BaSr3Lu2(BiO6)2_14,917
BaSr3Y2(RuO6)2_14,918
BaSrLuBiO6_14,919
BaTbO3_140,920
BaTbO3_167,921
BaTbO3_221,922
BaTbO3_74,923
BaThO3_221,924
BaThO3_62,925
BaTiO3_221,926
BaTiO3_99,927
BaUO3_221,928
BaVO3_221,929
BaZrO3_221,930
BiRhO3_62,931
Ca0.02La1.98Mn2O6_167,932
Ca0.05Fe1Bi0.95O2.9751_221,933
Ca0.05Ti1Pb0.95O3_99,934
Ca0.07Fe1Bi0.93O2.9649_221,935
Ca0.08La1.92Co2O6_167,936
Ca0.12La1.88Co2O6_167,937
Ca0.1Fe1Bi0.9O2.9499_221,938
Ca0.1Fe1Bi0.9O3_221,939
Ca0.1La1.9Mn2O6_167,940
Ca0.28Y3.72Mn4O12_62,941
Ca0.2Fe4Bi3.8O12_62,942
Ca0.2La1.4Mn1.7Al0.15Sn0.15Pb0.4O6_167,943
Ca0.2La1.4Mn1.8Al0.1Sn0.1Pb0.4O6_167,944
Ca0.2La1.4Mn1.9Al0.05Sn0.05Pb0.4O6_167,945
Ca0.2La1.4Mn2Ag0.4O6_167,946
Ca0.2La1.4Mn2Pb0.4O6_167,947
Ca0.2La1.8Ti1Cr1O6_167,948
Ca0.2La3.8Fe4O12_62,949
Ca0.2La3.8Mn4O12_62,950
Ca0.2Nd3.6Mn4O12_62,951
Ca0.2Y3.8Ti4O12_62,952
Ca0.388La3.476Mn3.944O12_62,953
Ca0.388Ti1Pb0.612O3_99,954
Ca0.3La3.7Mn4O12_62,955
Ca0.42Ti1Pb0.58O3_99,956
Ca0.432Sm3.568Co4O12_62,957
Ca0.48Mn0.48Fe3.52Bi3.52O12_62,958
Ca0.48Nd3.52Mn4O12_62,959
Ca0.4Fe1Bi0.6O3_99,960
Ca0.4La1.4Tb0.2Co2O6_167,961
Ca0.4La1.6Mn2O6_167,962
Ca0.4La1.6Ti1Cr1O6_167,963
Ca0.4La3.6Co2Ir2O12_14,964
Ca0.4La3.6Cr4O12_62,965
Ca0.4La3.6Fe4O12_62,966
Ca0.4La3.6Mg1.8Ti2.2O12_14,967
Ca0.4La3.6Mn4O12_62,968
Ca0.4Nd3.4Mn4O12_62,969
Ca0.4Nd3.6Co4O11.472_62,970
Ca0.4Nd3.6Co4O11.568_62,971
Ca0.4Nd3.6Co4O11.76_62,972
Ca0.4Pr3.6Co4O12_62,973
Ca0.4Pr3.6Fe4O12_62,974
Ca0.4Pr3.6Mn4O12_62,975
Ca0.4Y3.6Ti4O12_62,976
Ca0.50032Er1.49968Mn2O6_62,977
Ca0.50388Tb1.49612Mn2O6_62,978
Ca0.5054Y1.4946Mn2O6_62,979
Ca0.51024Ho1.48976Mn2O6_62,980
Ca0.532La2.668Mn4Zn0.8O12_62,981
Ca0.5Fe1Bi0.5O3_221,982
Ca0.5Fe1Bi0.5O3_99,983
Ca0.5La1Zr0.5O3_221,984
Ca0.5Ta1O3_221,985
Ca0.6144Dy1.3856Mn2O6_62,986
Ca0.66La3.34Cr2Fe2O9.66_62,987
Ca0.66La3.34Cr2Fe2O9.6_62,988
Ca0.6La0.8Zr0.6O3_221,989
Ca0.6La1.4Mn2O6_167,990
Ca0.6La3.4Fe4O12_62,991
Ca0.6La3.4Mn4O12_62,992
Ca0.6Nd3.2Mn4O12_62,993
Ca0.6Tb3.4Mn4O12_62,994
Ca0.6Y3.4Ti4O12_62,995
Ca0.75La1.25Mn2O6_167,996
Ca0.7La0.6Zr0.7O3_221,997
Ca0.7La0.9Mn2Bi0.4O6_167,998
Ca0.7La1.1Mn2Bi0.2O6_167,999
Ca0.7La1.2Mn2Bi0.1O6_167,1000
Ca0.7La1.3Mn2O6_167,1001
Ca0.7La3.3Mn4O12_62,1002
Ca0.8La0.4Zr0.8O3_221,1003
Ca0.8La1.2Mn0.2Co1.8O6_167,1004
Ca0.8La1.2Mn2O6_167,1005
Ca0.8La2.4Mn4O12_62,1006
Ca0.8La2.4Tb0.8Co4O12_62,1007
Ca0.8La2.668Mn4Zn0.532O12_62,1008
Ca0.8La2.6Mn4O12_62,1009
Ca0.8La2.8Mn4Ag0.4O12_62,1010
Ca0.8La2.8Mn4O12_62,1011
Ca0.8La2.8Tb0.4Co4O12_62,1012
Ca0.8La2.8Tb0.4Mn4O12_62,1013
Ca0.8La3.12Dy0.08Mn4O12_62,1014
Ca0.8La3.2Cr4O10.96_62,1015
Ca0.8La3.2Cr4O12_62,1016
Ca0.8La3.2Fe4O12_62,1017
Ca0.8La3.2Mn2.8Co1.2O12_62,1018
Ca0.8La3.2Mn3.2Co0.8O12_62,1019
Ca0.8La3.2Mn3.6Co0.4O12_62,1020
Ca0.8La3.2Mn4O12_62,1021
Ca0.8La3.2Ni3.2Te0.8O12_62,1022
Ca0.8La3.2Ti2Cr2O12_62,1023
Ca0.8La3Mn4O12_62,1024
Ca0.8Nb0.28Fe3.72Bi3.2O12_62,1025
Ca0.8Nb0.2Fe3.8Bi3.2O12_62,1026
Ca0.8Nb0.4Fe3.6Bi3.2O12_62,1027
Ca0.8Nd3.2Co4O11.244_62,1028
Ca0.8Nd3.2Co4O11.376_62,1029
Ca0.8Nd3.2Co4O11.64_62,1030
Ca0.8Nd3.2Mn4O12_62,1031
Ca0.8Nd3Mn4O12_62,1032
Ca0.8Pr3.2Co4O12_62,1033
Ca0.8Pr3.2Fe4O12_62,1034
Ca0.8Pr3.2Mn4O11.6916_62,1035
Ca0.8Y3.2Ti4O12_62,1036
Ca0.91Ta0.84O3_221,1037
Ca0.96La3.04Mn3.72Cr0.28O12_62,1038
Ca0.96Mn0.32Si0.64O2.58_221,1039
Ca0.9La0.2Zr0.9O3_221,1040
Ca1.028La2.972Mn4O12_62,1041
Ca1.24La2.76Mn3.84Fe0.16O12_62,1042
Ca1.256La2.736Mn4O12_62,1043
Ca1.2La0.4Pr2.4Mn2.8Fe1.2O12_62,1044
Ca1.2La0.4Pr2.4Mn3.2Fe0.8O12_62,1045
Ca1.2La0.4Pr2.4Mn3.6Fe0.4O12_62,1046
Ca1.2La0.4Pr2.4Mn4O12_62,1047
Ca1.2La0.7Pr2.1Mn4O12_62,1048
Ca1.2La0.8Ti2O6_167,1049
Ca1.2La2.8Cr4O12_62,1050
Ca1.2La2.8Mg1.4Ti2.6O12_62,1051
Ca1.2La2.8Mn1.2Cr2.8O12_62,1052
Ca1.2La2.8Mn2Co2O12_14,1053
Ca1.2La2.8Mn2Cr2O12_62,1054
Ca1.2La2.8Mn3.4Cr0.6O12_62,1055
Ca1.2La2.8Mn3.84Al0.032In0.128O12_62,1056
Ca1.2La2.8Mn3.84Al0.064In0.096O12_62,1057
Ca1.2La2.8Mn3.84Al0.096In0.064O12_62,1058
Ca1.2La2.8Mn3.84Al0.128In0.032O12_62,1059
Ca1.2La2.8Mn3.84Al0.16O12_62,1060
Ca1.2La2.8Mn3.84In0.16O12_62,1061
Ca1.2La2.8Mn4O12_62,1062
Ca1.2La2.8Ti2Cr2O12_62,1063
Ca1.2Nd2.8Co4O11.028_62,1064
Ca1.2Nd2.8Co4O11.22_62,1065
Ca1.2Nd2.8Mn4O12_62,1066
Ca1.2Pr2.8Mn3.6Fe0.4O12_62,1067
Ca1.2Pr2.8Mn4O12_62,1068
Ca1.2Ti2Pb0.8O6_55,1069
Ca1.2Y2.8Mn4O12_62,1070
Ca1.2Y2.8Ti4O12_62,1071
Ca1.32La0.68Nd2Mn4O12_62,1072
Ca1.32La1.34Nd1.34Mn4O12_62,1073
Ca1.32La1.48Y1.2Mn4O12_62,1074
Ca1.32La1.68Eu1Mn4O12_62,1075
Ca1.32La1.68Y1Mn4O12_62,1076
Ca1.32La1.6Eu1.08Mn4O12_62,1077
Ca1.32La1.88Nd0.8Mn4O12_62,1078
Ca1.32La1.88Y0.8Mn4O12_62,1079
Ca1.32La2.08Y0.6Mn4O12_62,1080
Ca1.32La2.28Dy0.4Mn3.6V0.4O12_62,1081
Ca1.32La2.28Nd0.4Mn4O12_62,1082
Ca1.32La2.28Y0.4Mn4O12_62,1083
Ca1.32La2.36Y0.32Mn4O12_62,1084
Ca1.32La2.48Y0.2Mn4O12_62,1085
Ca1.32La2.56Y0.12Mn4O12_62,1086
Ca1.32La2.68Fe4O12_62,1087
Ca1.32La2.68Mn3.2Cr0.8O12_62,1088
Ca1.32La2.68Mn3.2Cu0.8O12_62,1089
Ca1.32La2.68Mn3.2Fe0.8O12_62,1090
Ca1.32La2.68Mn3.4Co0.6O12_62,1091
